Fighter,Final ELO,Peak ELO
Wilson Reis,1518.69,1581.75
Robert Peralta,1518.66,1563.11
Torrez Finney,1518.56,1518.56
Daria Zhelezniakova,1518.42,1521.22
Rogerio Nogueira,1518.31,1572.94
Luana Carolina,1518.3,1540.63
Angela Hill,1518.18,1537.54
Claudio Puelles,1518.12,1586.79
Alexis Davis,1518.09,1563.6
Din Thomas,1517.89,1565.84
Charlie Campbell,1517.8,1543.34
Josh Samman,1517.62,1576.54
Terry Etim,1517.55,1576.98
Mizuki,1517.31,1520.39
Danny Barlow,1517.21,1543.7
Tainara Lisboa,1517.09,1542.09
Trey Waters,1517.02,1541.44
Luis Saldana,1516.93,1518.52
Matt Frevola,1516.89,1564.4
Scott Holtzman,1516.68,1589.39
Tyson Griffin,1516.61,1600.27
Aleksei Kunchenko,1516.52,1549.33
Charles Radtke,1516.41,1541.38
John Castaneda,1516.25,1551.84
Josefine Knutsson,1516.23,1538.85
Marlon Moraes,1516.05,1606.97
Ron Waterman,1515.89,1525.0
Kiichi Kunimoto,1515.85,1561.52
Ben Nguyen,1515.84,1562.41
Christian Rodriguez,1515.82,1569.59
Max Griffin,1515.3,1556.1
Javid Basharat,1515.26,1558.9
Manny Bermudez,1515.26,1567.02
Gavin Tucker,1514.96,1567.58
Veronica Hardy,1514.95,1518.28
Paddy Holohan,1514.9,1539.36
Mayra Bueno Silva,1514.78,1572.01
Ovince Saint Preux,1514.48,1614.85
Rafael Natal,1514.45,1590.44
Sergey Morozov,1514.29,1514.29
Ismail Naurdiev,1514.29,1530.96
Michael Trizano,1514.23,1540.29
Augusto Sakai,1514.08,1584.25
Muin Gafurov,1513.84,1513.84
Paige VanZant,1513.83,1566.78
Ronaldo Rodriguez,1513.77,1538.41
Billy Quarantillo,1513.71,1572.81
Tatsuya Kawajiri,1513.71,1549.07
Amanda Ribas,1513.6,1588.15
Bea Malecki,1513.56,1541.53
Rich Attonito,1513.52,1543.56
Mike Perry,1513.46,1580.36
Miesha Tate,1513.17,1565.21
Alex Garcia,1513.1,1553.33
Patricio Freire,1512.95,1512.95
Elias Silverio,1512.94,1562.83
Matt Wiman,1512.82,1607.23
Lone'er Kavanagh,1512.68,1538.01
Royston Wee,1512.49,1538.85
Joanne Wood,1512.47,1540.69
Melsik Baghdasaryan,1512.25,1543.56
Gabriel Gonzaga,1512.18,1592.06
Chris Daukaus,1512.15,1599.19
Paul Kelly,1511.75,1541.97
Gabe Green,1511.7,1527.54
Nate Marquardt,1511.58,1638.19
Liz Carmouche,1511.37,1527.03
Ricardo Ramos,1511.34,1577.38
Zachary Reese,1511.32,1520.18
Brad Blackburn,1511.1,1561.42
Bekzat Almakhan,1510.98,1510.98
Gabriel Santos,1510.83,1510.83
Marcio Cruz,1510.74,1555.58
Ildemar Alcantara,1510.67,1542.28
Steven Siler,1510.42,1581.88
Dennis Hallman,1509.8,1528.03
Mauricio Rua,1509.7,1590.3
Jafel Filho,1509.66,1529.73
Cung Le,1509.65,1529.03
Takeya Mizugaki,1509.47,1598.8
Amir Sadollah,1509.38,1561.29
Damon Jackson,1509.1,1574.4
Brad Riddell,1509.06,1580.23
Edgar Chairez,1508.95,1508.95
Diego Nunes,1508.91,1526.49
Robert Bryczek,1508.81,1508.81
Falaniko Vitale,1508.79,1531.59
Carlos Vera,1508.63,1508.63
Austin Bashi,1508.61,1508.61
Jimi Manuwa,1508.55,1602.31
Jake O'Brien,1508.28,1561.07
Tallison Teixeira,1508.21,1526.18
Jutaro Nakao,1507.84,1528.12
Uran Satybaldiev,1507.81,1507.81
Josh Thomson,1507.57,1554.54
Paul Buentello,1507.09,1551.7
Jamall Emmers,1507.06,1507.06
Fernando Padilla,1507.06,1527.64
Jeremy Horn,1507.0,1589.45
Rony Jason,1506.83,1568.54
Sumudaerji,1506.67,1535.78
Rich Clementi,1506.66,1553.35
Antonio Carvalho,1506.66,1528.18
Ronny Markes,1506.61,1563.63
Gan McGee,1506.61,1529.69
Kendall Grove,1506.55,1565.91
Dan Christison,1506.4,1523.56
Andrey Pulyaev,1506.38,1506.38
Antoni Hardonk,1506.34,1557.58
Jarjis Danho,1506.21,1506.21
Michael Chandler,1506.05,1544.65
Joseph Morales,1505.97,1525.0
Jason Saggo,1505.89,1547.54
Lavar Johnson,1505.52,1548.7
Dione Barbosa,1505.52,1523.02
Song Kenan,1505.49,1562.86
Marc Diakiese,1505.48,1563.42
Stefan Struve,1505.25,1629.69
Mike Wilkinson,1505.2,1523.96
Nikolas Motta,1505.12,1527.0
Dwayne Cason,1505.11,1505.11
Andreas Gustafsson,1505.09,1524.16
Caolan Loughran,1504.91,1504.91
Bogdan Grad,1504.8,1522.83
Trey Ogden,1504.72,1523.87
Erik Koch,1504.68,1544.71
Tomasz Drwal,1504.58,1552.79
Yanal Ashmouz,1504.46,1525.0
Chance Rencountre,1504.38,1530.4
Tony Kelley,1504.35,1524.83
Yazmin Jauregui,1504.34,1540.24
TJ Waldburger,1504.21,1552.34
Kenny Robertson,1504.2,1544.31
Ismael Bonfim,1504.15,1528.37
Rodolfo Bellato,1504.13,1523.92
Elves Brener,1504.0,1568.65
Joe Stevenson,1503.81,1600.82
Tanner Boser,1503.7,1546.85
Cole Miller,1503.67,1582.65
Daniel Zellhuber,1503.64,1544.35
Troy Mandaloniz,1503.59,1525.0
Ben Askren,1503.58,1535.76
Nick Ring,1503.44,1543.57
Ryan Janes,1503.42,1520.0
Brian Melancon,1503.42,1529.07
Jason DeLucia,1503.29,1530.48
Karolina Kowalkiewicz,1503.0,1560.88
Andrei Arlovski,1502.89,1702.85
Cheyanne Vlismas,1502.77,1522.84
Gerald Meerschaert,1502.7,1578.37
Luke Barnatt,1502.61,1568.65
Victor Hugo,1502.57,1520.0
Guangyou Ning,1502.46,1546.36
Rei Tsuruya,1502.25,1519.57
Clint Hester,1502.24,1586.11
Mitch Gagnon,1502.2,1568.86
Erick Silva,1502.2,1571.65
Yancy Medeiros,1502.16,1588.62
Ricardo Abreu,1502.06,1525.0
Chris Cariaso,1501.93,1563.84
Andre Roberts,1501.9,1501.9
Tedd Williams,1501.86,1523.08
Katsuhisa Fujii,1501.8,1501.8
Brad Kohler,1501.8,1501.8
Gary Goodridge,1501.8,1501.8
Oleg Taktarov,1501.8,1501.8
Steven Graham,1501.8,1501.8
Fredy Serrano,1501.78,1548.28
Brianna Fortino,1501.77,1522.34
Brandon Vera,1501.75,1593.94
Julius Walker,1501.7,1501.7
Kevin Jousset,1501.68,1545.19
Lance Gibson,1501.67,1525.0
Bill Algeo,1501.6,1558.24
Alan Patrick,1501.52,1578.68
BJ Penn,1501.37,1680.85
Buddy Roberts,1501.37,1520.0
John Lewis,1501.33,1525.0
Ernesta Kareckaite,1501.15,1501.15
Jesus Pinedo,1501.14,1519.2
Junie Browning,1501.13,1525.0
Jose Torres,1501.12,1524.95
Dan Cramer,1501.0,1519.9
Steven Nguyen,1501.0,1501.0
Lance Benoist,1500.98,1522.76
Joe Duffy,1500.97,1571.84
Eddie Yagin,1500.92,1500.92
Mirko Filipovic,1500.92,1537.71
Nicco Montano,1500.91,1518.85
Shinsho Anzai,1500.78,1522.74
Kyle Nelson,1500.77,1521.74
Shauna Bannon,1500.72,1526.1
Galore Bofando,1500.65,1523.2
James Wilks,1500.64,1525.0
Hamdy Abdelwahab,1500.64,1521.07
Diego Rivas,1500.62,1544.66
Jose Quinonez,1500.47,1563.33
Orlando Wiet,1500.46,1500.46
Melissa Mullins,1500.41,1521.84
Patrick Walsh,1500.28,1520.0
Joe Slick,1500.24,1527.19
Nate Landwehr,1500.19,1552.79
Semmy Schilt,1500.14,1526.83
Kevin Rosier,1500.12,1500.12
Jamie Mullarkey,1500.11,1535.85
Ryan Loder,1500.1,1525.0
Chris Clements,1500.07,1518.85
Sai Wang,1500.07,1500.07
Antonina Shevchenko,1500.03,1529.12
Nate Loughran,1500.0,1525.0
Pedro Nobre,1500.0,1500.0
DeAnna Bennett,1500.0,1500.0
Mackens Semerzier,1500.0,1525.0
Roman Mitichyan,1500.0,1525.0
Alfonso Alcarez,1500.0,1500.0
Ron Faircloth,1500.0,1500.0
Mark Robinson,1500.0,1500.0
Dan Bobish,1500.0,1525.0
Anthony Torres,1500.0,1525.0
Robert Drysdale,1500.0,1500.0
Sultan Aliev,1499.95,1499.95
Tony Gravely,1499.94,1542.03
JooSang Yoo,1499.92,1523.07
Stephanie Luciano,1499.91,1521.15
Gauge Young,1499.87,1499.87
Keith Rockel,1499.84,1499.84
Colby Thicknesse,1499.64,1499.64
Paul Craig,1499.64,1607.23
Trevor Prangley,1499.52,1542.23
Austin Vanderford,1499.45,1523.67
Eric McConico,1499.45,1499.45
CJ Fernandes,1499.42,1499.42
Billy Elekana,1499.41,1499.41
Viviane Pereira,1499.36,1540.48
Loik Radzhabov,1499.35,1520.36
Thomas Petersen,1499.34,1503.17
Kyle Daukaus,1499.29,1512.42
Sirwan Kakai,1499.17,1517.69
Nah-Shon Burrell,1499.1,1520.0
Ian Heinisch,1499.06,1549.78
Zak Ottow,1498.99,1526.83
David Dvorak,1498.88,1560.72
Mike Nickels,1498.84,1525.0
Tony Fryklund,1498.82,1525.0
Andrei Semenov,1498.7,1525.53
Bruno Lopes,1498.67,1521.07
Levan Makashvili,1498.65,1519.72
Rongzhu,1498.57,1504.29
Mike Ciesnolevicz,1498.45,1525.0
Todd Medina,1498.45,1525.0
Hunter Azure,1498.4,1520.85
Nick Denis,1498.33,1523.2
Nick Thompson,1498.25,1520.0
Miguel Torres,1498.23,1520.23
Harold Howard,1498.2,1525.0
War Machine,1498.2,1525.0
Anying Wang,1498.2,1525.0
Jonathan Meunier,1498.19,1498.19
Travis Fulton,1498.13,1498.13
Ozzy Diaz,1498.13,1498.13
Wesley Correira,1497.77,1521.79
Shane Nelson,1497.75,1542.14
Abubakar Nurmagomedov,1497.75,1512.21
Hector Sandoval,1497.72,1524.08
Justin McCully,1497.7,1521.44
Brock Larson,1497.63,1549.2
Eddie Sanchez,1497.61,1546.65
Jamal Pogues,1497.57,1519.69
Naoki Inoue,1497.53,1520.0
Dongi Yang,1497.53,1506.64
Magomed Gadzhiyasulov,1497.49,1518.56
Darren Uyenoyama,1497.43,1542.49
Chris Kelades,1497.3,1521.46
Danny Castillo,1497.3,1575.96
Sijara Eubanks,1497.21,1537.56
Gokhan Saki,1497.11,1523.11
Antonio Rodrigo Nogueira,1497.05,1562.58
Reza Madadi,1497.01,1534.23
Waylon Lowe,1496.99,1517.69
Scott Morris,1496.89,1525.0
Godofredo Pepey,1496.87,1538.6
Pascal Krauss,1496.84,1521.49
Tereza Bleda,1496.72,1496.72
Benji Radach,1496.69,1520.0
Jesse Taylor,1496.55,1496.55
Klaudia Sygula,1496.54,1496.54
Dustin Hazelett,1496.46,1573.42
Amaury Bitetti,1496.44,1496.44
Paul Jones,1496.43,1525.0
Da Woon Jung,1496.42,1589.61
John Gunther,1496.39,1520.0
Carlos Leal,1496.36,1515.59
Roan Carneiro,1496.34,1525.93
Jimy Hettes,1496.3,1544.07
Spencer Fisher,1496.09,1596.9
Luke Jumeau,1495.99,1518.48
Benardo Sopaj,1495.97,1495.97
Albert Duraev,1495.88,1518.66
Jarred Brooks,1495.86,1518.85
Juliana Miller,1495.84,1525.0
Matt Schnell,1495.74,1550.55
Ken Stone,1495.7,1520.37
Zhang Lipeng,1495.5,1538.85
Ion Cutelaba,1495.41,1542.58
Nicholas Musoke,1495.39,1543.64
Shamil Gamzatov,1495.35,1520.23
Mounir Lazzez,1495.27,1524.23
Igor Araujo,1495.25,1541.13
Alex Oliveira,1495.19,1637.51
Francisco Figueiredo,1495.13,1518.54
Nick Maximov,1495.07,1540.6
Danny Henry,1494.98,1543.56
Pablo Garza,1494.97,1548.2
Jordan Rinaldi,1494.93,1510.83
Kyle Watson,1494.9,1520.0
Bryan Barberena,1494.82,1582.86
Mana Martinez,1494.68,1517.16
David Loiseau,1494.44,1580.97
Nad Narimani,1494.24,1538.85
Eliot Marshall,1494.23,1562.21
Julia Avila,1494.13,1539.06
Roland Delorme,1493.98,1566.71
Kevin Ferguson,1493.94,1518.47
Impa Kasanganay,1493.82,1518.79
Maryna Moroz,1493.8,1563.11
Fabio Maldonado,1493.72,1530.73
Nick Catone,1493.7,1525.0
Blagoy Ivanov,1493.66,1535.26
Dave Strasser,1493.56,1520.0
Joe Ellenberger,1493.56,1520.0
Leah Letson,1493.55,1520.0
Rory Singer,1493.53,1542.14
Natan Levy,1493.44,1516.44
Pingyuan Liu,1493.39,1538.05
Benito Lopez,1493.32,1518.99
JeongYeong Lee,1493.28,1538.54
Mike Pyle,1493.27,1609.01
Vitor Miranda,1493.06,1558.34
Ibo Aslan,1492.83,1544.18
Thomas Almeida,1492.65,1585.09
Akihiro Gono,1492.57,1526.79
Puja Tomar,1492.47,1518.85
Rob Emerson,1492.21,1543.24
Cory McKenna,1492.19,1541.72
Jon Tuck,1491.81,1528.72
Jason Knight,1491.53,1576.42
Leandro Silva,1491.5,1527.91
Cat Zingano,1491.42,1551.65
Paul Taylor,1491.38,1525.0
Carlos Newton,1491.38,1531.25
David Branch,1491.37,1540.12
Devonte Smith,1491.37,1548.88
Cameron Saaiman,1491.31,1566.19
Aleksandra Albu,1491.22,1540.03
Valerie Letourneau,1491.02,1556.79
Ian McCall,1491.02,1507.82
Tiago dos Santos e Silva,1491.02,1520.0
Ivan Jorge,1490.97,1516.44
Mark Godbeer,1490.81,1517.04
Noad Lahat,1490.68,1515.34
Cody Brundage,1490.51,1529.32
Joe Proctor,1490.5,1547.51
Makwan Amirkhani,1490.35,1582.92
Justin Tafa,1490.28,1536.68
Cody Stamann,1490.26,1584.25
Jose Ochoa,1489.9,1507.09
Leandro Issa,1489.77,1527.24
Francimar Barroso,1489.65,1537.14
Shonie Carter,1489.63,1561.07
Peter Sobotta,1489.62,1525.86
Yuta Sasaki,1489.46,1526.47
Ramsey Nijem,1489.32,1541.0
Chris Leben,1489.08,1597.35
Bolaji Oki,1489.02,1520.0
Rizvan Kuniev,1488.83,1488.83
Tarec Saffiedine,1488.74,1528.92
Jason Lambert,1488.74,1568.03
Jason High,1488.68,1506.94
Niko Price,1488.66,1575.8
Vanessa Demopoulos,1488.53,1557.62
Hugo Viana,1488.39,1544.02
Marcelo Guimaraes,1488.37,1518.56
Ken Shamrock,1488.33,1554.2
Tim Means,1488.24,1590.33
Maurice Greene,1488.21,1562.84
Kyle Noke,1488.17,1573.33
Josiane Nunes,1488.12,1561.02
Glaico Franca Moreira,1488.04,1525.0
Maxim Grishin,1487.8,1507.71
Raulian Paiva,1487.71,1529.65
Luigi Fioravanti,1487.69,1532.79
Brian Bowles,1487.68,1544.71
Daniel Roberts,1487.65,1547.5
Nick Osipczak,1487.52,1552.37
Xiao Long,1487.26,1505.41
Jake Hadley,1487.16,1527.27
Roman Bogatov,1487.11,1487.11
Tony DeSouza,1487.07,1543.56
Bojan Velickovic,1486.98,1524.91
Ryan Jimmo,1486.95,1529.86
Carlos Eduardo Rocha,1486.9,1523.2
Danny Roberts,1486.89,1556.28
Fabiano Iha,1486.77,1537.43
Danilo Marques,1486.76,1539.01
Akira Corassani,1486.76,1558.96
Timmy Cuamba,1486.61,1486.61
Rob Broughton,1486.4,1525.0
Stephanie Egger,1486.24,1533.37
Felipe Arantes,1486.21,1549.38
Bartosz Fabinski,1486.2,1558.27
John Cholish,1486.18,1525.0
Zach Makovsky,1486.08,1539.93
John Maguire,1486.05,1545.59
Aaron Pico,1486.05,1486.05
Warlley Alves,1486.05,1595.99
Daniel Omielanczuk,1485.93,1550.17
Jonathan Goulet,1485.81,1523.94
Luke Cummo,1485.66,1528.36
Tamdan McCrory,1485.65,1531.52
Alessandro Costa,1485.62,1511.44
Yizha,1485.6,1485.6
Jake Rosholt,1485.43,1509.02
Walt Harris,1485.36,1547.41
Mickael Lebout,1485.31,1502.9
John Howard,1485.3,1580.8
Julia Polastri,1485.26,1503.04
Livinha Souza,1485.2,1540.83
Felipe Bunes,1485.19,1503.04
Renzo Gracie,1485.19,1485.19
Yoshiyuki Yoshida,1485.05,1530.73
Chris Haseman,1485.02,1485.02
Steve Bruno,1484.91,1503.99
Viktoriia Dudakova,1484.9,1535.38
Gaston Bolanos,1484.82,1516.48
Gustavo Lopez,1484.79,1507.49
Josh Culibao,1484.78,1543.36
Tristan Connelly,1484.77,1521.57
Ketlen Souza,1484.72,1524.47
Neil Seery,1484.67,1526.22
Jeff Joslin,1484.64,1484.64
Bassil Hafez,1484.62,1507.44
Renan Barao,1484.53,1648.62
Aoriqileng,1484.49,1505.62
Alexander Munoz,1484.46,1484.46
Marcus Buchecha,1484.45,1484.45
Cameron Smotherman,1484.45,1520.44
Dan Miller,1484.21,1566.9
Robert Whiteford,1484.21,1521.81
Irwin Rivera,1484.14,1503.18
Mike Ricci,1484.05,1500.0
Jess Liaudin,1484.02,1550.0
Riki Fukuda,1484.01,1500.86
Irina Alekseeva,1483.98,1527.33
Ivan Menjivar,1483.96,1554.8
Tony Sims,1483.94,1525.0
Heath Herring,1483.92,1505.32
Vernon White,1483.87,1500.56
Bruno Santos,1483.87,1502.58
Maximo Blanco,1483.85,1532.59
Cynthia Calvillo,1483.84,1598.98
Spike Carlyle,1483.84,1525.0
Miguel Baeza,1483.82,1576.36
Minoki Ichihara,1483.79,1483.79
Tuco Tokkos,1483.77,1483.77
Antonio Braga Neto,1483.76,1525.0
Nick Pace,1483.72,1525.0
Klidson Abreu,1483.7,1503.93
KJ Noons,1483.68,1535.92
Andrew Sanchez,1483.65,1540.28
Greg Hardy,1483.63,1555.82
Robert Ruchala,1483.57,1483.57
Augusto Mendes,1483.57,1500.46
Shayilan Nuerdanbieke,1483.56,1538.08
James Toney,1483.52,1483.52
Jason Day,1483.32,1527.51
Kimo Leopoldo,1483.25,1507.58
Chris Barnett,1483.13,1507.08
Curt Warburton,1483.09,1503.7
Valmir Lazaro,1483.07,1503.11
Tae Hyun Bang,1483.06,1506.44
Abdul Razak Alhassan,1482.95,1574.69
Michinori Tanaka,1482.91,1522.46
Gil Castillo,1482.91,1502.16
Marco Beltran,1482.82,1564.96
Felice Herrig,1482.79,1583.79
Sam Hoger,1482.54,1522.87
Azunna Anyanwu,1482.49,1482.49
Zachary Scroggin,1482.33,1482.33
Pannie Kianzad,1482.21,1542.15
Robert McDaniel,1482.18,1525.0
Masanori Kanehara,1482.15,1521.47
Daichi Abe,1482.14,1520.08
Frankie Saenz,1482.08,1561.96
John Gunderson,1482.07,1500.07
Mark Choinski,1482.06,1482.06
Marcel Fortuna,1482.04,1523.72
Cody Durden,1482.04,1554.65
Tom Gallicchio,1482.02,1482.02
Azat Maksum,1481.94,1520.05
Luan Chagas,1481.77,1504.0
Carlos Barreto,1481.72,1481.72
Jake Hecht,1481.65,1527.97
Yuki Kondo,1481.6,1525.0
Cindy Dandois,1481.58,1481.58
Yuki Sasaki,1481.51,1481.51
Mike Easton,1481.51,1564.08
Batgerel Danaa,1481.47,1547.45
Joao Roque,1481.44,1481.44
Harry Moskowitz,1481.44,1481.44
Josh Shockman,1481.44,1481.44
Mike Whitehead,1481.44,1481.44
Dustin Kimura,1481.42,1526.36
Ravena Oliveira,1481.35,1481.35
Clay Guida,1481.32,1608.38
Alvin Hines,1481.32,1481.32
Hyun Gyu Lim,1481.25,1550.98
Ivan Salaverry,1481.24,1559.05
Danyelle Wolf,1481.19,1481.19
Keith Jardine,1481.19,1568.1
Zviad Lazishvili,1481.17,1481.17
Kalib Starnes,1481.15,1525.0
Adrian Serrano,1481.15,1481.15
Caros Fodor,1481.11,1481.11
Trevor Peek,1481.03,1521.94
Renato Verissimo,1481.0,1520.69
Greg Soto,1480.97,1504.58
Luiz Cane,1480.93,1552.5
Guram Kutateladze,1480.9,1520.0
Tyson Nam,1480.82,1525.4
Cyrille Diabate,1480.81,1533.34
Eddie Ruiz,1480.76,1480.76
Robelis Despaigne,1480.75,1521.82
Bruna Brasil,1480.69,1501.11
Ramon Taveras,1480.69,1520.0
Brad Gumm,1480.58,1480.58
Chelsea Chandler,1480.53,1527.25
Joe Merritt,1480.42,1480.42
Lucas Almeida,1480.41,1526.14
Jonathan Brookins,1480.4,1525.85
Antonio McKee,1480.36,1480.36
Carlo Prater,1480.35,1521.44
Sedriques Dumas,1480.23,1512.16
Jeff Hougland,1480.18,1520.0
Charles McCarthy,1480.17,1500.36
Greg Stott,1480.07,1480.07
Melinda Fabian,1480.06,1500.0
Denis Kang,1480.05,1498.28
Heather Clark,1480.01,1520.0
Brendan Loughnane,1480.0,1480.0
Townsend Saunders,1480.0,1480.0
Jorge Patino,1480.0,1480.0
Dan Barrera,1480.0,1480.0
Bobby Southworth,1480.0,1480.0
John Teixeira,1480.0,1480.0
Jay Cucciniello,1480.0,1480.0
Joe Giannetti,1480.0,1480.0
Rodolfo Rubio Perez,1480.0,1480.0
Chris Spang,1480.0,1480.0
Marcin Wrzosek,1480.0,1480.0
Antonio Banuelos,1480.0,1480.0
Collin Hart,1480.0,1480.0
Cory Hendricks,1480.0,1480.0
Allan Zuniga,1480.0,1480.0
Tyler Diamond,1480.0,1480.0
Jon Manley,1480.0,1480.0
Keith Berish,1480.0,1480.0
Ryan McGillivray,1480.0,1480.0
Chuck O'Neil,1480.0,1480.0
Tina Lahdemaki,1480.0,1480.0
Daniel Spohn,1480.0,1480.0
Jianping Yang,1480.0,1480.0
John Marsh,1480.0,1480.0
Steve Byrnes,1480.0,1480.0
Igor Severino,1480.0,1480.0
Chris Tickle,1480.0,1480.0
Stephen Bass,1480.0,1480.0
Yuri Vaulin,1480.0,1480.0
James Hammortree,1480.0,1480.0
Peggy Morgan,1480.0,1480.0
Dave Galera,1480.0,1480.0
Alice Pereira,1480.0,1480.0
James Mulheron,1480.0,1480.0
Baergeng Jieleyisi,1480.0,1480.0
Dante Rivera,1480.0,1480.0
Justin Wren,1480.0,1480.0
Rocky Lee,1480.0,1480.0
Richard Crunkilton,1480.0,1480.0
Alex Torres,1480.0,1480.0
Alex Gorgees,1480.0,1480.0
Nick Serra,1480.0,1480.0
Abner Lloveras,1480.0,1480.0
Nazareno Malegarie,1480.0,1480.0
James Zikic,1480.0,1480.0
Mark Scanlon,1480.0,1480.0
Sako Chivitchian,1480.0,1480.0
Tyler Toner,1480.0,1480.0
Romie Aram,1480.0,1480.0
Roger Gracie,1480.0,1480.0
Alex Stiebling,1480.0,1480.0
Cole Smith,1479.92,1521.35
Joe Soto,1479.9,1526.03
Nathan Fletcher,1479.88,1525.0
Willamy Freire,1479.86,1479.86
Matt Veach,1479.81,1524.65
Simeon Thoresen,1479.76,1525.0
Satoshi Honma,1479.75,1479.75
Carlos Mota,1479.74,1479.74
Rameau Thierry Sokoudjou,1479.71,1504.44
Mads Burnell,1479.71,1500.28
Michael Aswell,1479.69,1479.69
Rory Markham,1479.51,1525.0
Parker Porter,1479.47,1531.65
Mike van Arsdale,1479.4,1520.0
Shamil Abdurakhimov,1479.37,1569.21
James Te Huna,1479.36,1580.85
Josh Hendricks,1479.34,1479.34
Daron Cruickshank,1479.31,1561.5
Alexandre Barros,1479.31,1479.31
Adam Yandiev,1479.3,1479.3
Lewis Gonzalez,1479.28,1479.28
Niklas Backstrom,1479.26,1526.66
Marco Polo Reyes,1479.23,1562.42
Chico Camus,1479.2,1518.88
Emily Ducote,1479.19,1520.18
Junior Assuncao,1479.03,1498.37
Maciej Jewtuszko,1479.0,1479.0
Angel Pacheco,1478.99,1478.99
Sheymon Moraes,1478.97,1520.65
Augusto Montano,1478.95,1523.38
Chris Brennan,1478.91,1478.91
Hector Urbina,1478.91,1521.92
Ariane da Silva,1478.9,1537.91
Cristian Quinonez,1478.9,1522.85
Milton Vieira,1478.88,1500.03
Alice Ardelean,1478.87,1478.87
Shannon Gugerty,1478.86,1525.12
Danielle Taylor,1478.85,1519.86
Chris Gruetzemacher,1478.83,1520.0
Nissen Osterneck,1478.8,1478.8
Khusein Askhabov,1478.77,1478.77
Paul Creighton,1478.74,1478.74
Trevin Giles,1478.7,1568.51
Guilherme Vasconcelos,1478.67,1478.67
Djorden Santos,1478.67,1478.67
Sheldon Westcott,1478.66,1478.66
Francis Marshall,1478.6,1521.73
Matt Lucas,1478.57,1478.57
Alex Andrade,1478.56,1478.56
Dean Barry,1478.56,1478.56
Billy Ray Goff,1478.49,1523.09
Phil Hawes,1478.47,1562.39
Art Jimmerson,1478.45,1478.45
Robert Sanchez,1478.45,1499.92
Nyamjargal Tumendemberel,1478.44,1478.44
Lara Procopio,1478.41,1501.83
Chris Camozzi,1478.36,1579.42
Homer Moore,1478.33,1478.33
Steve Vigneault,1478.32,1478.32
Ben Alloway,1478.3,1525.0
Matt Arroyo,1478.3,1525.0
Per Eklund,1478.29,1503.55
Jason Brilz,1478.19,1543.37
Jackson McVey,1478.17,1478.17
Marcus Brimage,1478.14,1558.95
Tre'ston Vines,1478.13,1478.13
Rex Holman,1478.12,1478.12
Nick Hein,1478.09,1556.94
Rogerio Bontorin,1478.08,1542.04
Rolando Delgado,1478.04,1525.0
Hayato Sakurai,1477.9,1477.9
Hacran Dias,1477.89,1534.97
Liliya Shakirova,1477.86,1477.86
Isabela de Padua,1477.82,1477.82
Alexandre Ferreira,1477.76,1477.76
Henry Martinez,1477.73,1501.39
John Salter,1477.73,1502.36
Jason Von Flue,1477.7,1524.74
Kody Steele,1477.6,1477.6
Ian Loveland,1477.58,1520.0
Ian Entwistle,1477.57,1501.8
Mike Wessel,1477.52,1477.52
Geraldo de Freitas,1477.48,1520.0
Katsunori Kikuno,1477.45,1522.58
Yan Cabral,1477.44,1519.24
Brandon Melendez,1477.38,1477.38
Adam Milstead,1477.38,1523.12
Nick Agallar,1477.33,1477.33
Pawel Pawlak,1477.32,1496.69
Mark Hominick,1477.26,1569.86
Tofiq Musayev,1477.2,1477.2
David Bielkheden,1477.13,1502.36
Askar Mozharov,1477.1,1477.1
Bibulatov Magomed,1477.03,1521.08
Jesse Lennox,1477.0,1525.0
Neil Wain,1476.91,1476.91
David Levicki,1476.8,1476.8
CM Punk,1476.8,1476.8
Matthew Semelsberger,1476.8,1569.48
Brian Gassaway,1476.8,1476.8
Tony Halme,1476.8,1476.8
Reginaldo Vieira,1476.75,1520.0
Austin Springer,1476.73,1476.73
Harry Hardwick,1476.72,1476.72
Lucas Rocha,1476.68,1476.68
Rob MacDonald,1476.67,1501.8
Keiichiro Yamamiya,1476.67,1476.67
Martin Sano,1476.66,1476.66
Rodrigo Damm,1476.61,1542.3
Andrew Craig,1476.58,1547.97
Adam Fugitt,1476.58,1503.65
Anton Kuivanen,1476.53,1499.71
Shamar Bailey,1476.52,1520.0
Jai Herbert,1476.51,1493.47
Stewart Nicoll,1476.46,1476.46
Bill Mahood,1476.44,1476.44
Paul Rodriguez,1476.44,1476.44
Andre Pederneiras,1476.44,1476.44
Christian Wellisch,1476.41,1521.94
Eduardo Garagorri,1476.39,1518.85
Marcelo Aguiar,1476.34,1476.34
Juliana Lima,1476.32,1521.08
James Head,1476.31,1526.76
Jamie Moyle,1476.27,1517.38
Sung Bin Jo,1476.26,1476.26
Molly McCann,1476.24,1558.51
Chad Anheliger,1476.2,1523.35
Jesse Bongfeldt,1476.16,1499.47
Sarah Kaufman,1476.15,1520.0
Yoshinori Horie,1476.14,1476.14
Blake Bilder,1476.09,1518.84
Christian Aguilera,1476.06,1525.0
Drew McFedries,1476.02,1525.68
Cody McKenzie,1476.01,1525.0
Phil Johns,1475.96,1475.96
Darren Stewart,1475.91,1539.09
Seth Baczynski,1475.9,1575.75
Roger Narvaez,1475.89,1497.59
Kamuela Kirk,1475.87,1523.35
Pete Rodriguez,1475.86,1501.54
Ben Sosoli,1475.84,1475.84
Danny Chavez,1475.77,1518.42
